ins_id,nome,descricao
MSDOS,D.SANTA CRUZ,SUB DOURADOS SANTA CRUZ MS
MSSIA,SIDROLANDIA,SUB SIDROLANDIA MS
MSIVI,IVINHEMA,SUB IVINHEMA MS
MSMAR,MARACAJU,SUB MARACAJU MS
MSACL,AGUA CLARA,SUB AGUA CLARA MS
RSLGR,L.GRANDE,SUB LAJEADO GRANDE RS
SCIFA,ITAJAIFAZENDA,SUB ITAJAIFAZENDA SC
MSNAN,N.ANDRADINA,SUB NOVA ANDRADINA MS
PRCOSI,COSI,FIC COSI PR
MSCGL,C.G.LAGEADO,SUB CAMPO GRANDE LAGEADO MS
MSSEL,SELVIRIA,SUB SELVIRIA MS
SCPLA,PALHOCA CSC,SUB PALHOCA (CELESC) SC
RSDCBO,DER.CAMPO BOM,FIC DER.CAMPO BOM RS
RSDP10,D.P.ALEGRE 10,FIC DER.PORTO ALEGRE 10 RS
RSUHPM,PASSO DO MEIO,USI PASSO DO MEIO RS
SCBGA,BLUMENAU GAR,SUB BLUMENAU GARCIA SC
SCBND,BLUMENAU DOIS,SUB BLUMENAU DOIS SC
SCCBC,C.B.CATARINEN,SUB CERVEJARIA BRAHMA CATARINENSE SC
SCCIS,CANOINHAS CSC,SUB CANOINHAS ( CELESC ) SC
SCDCAN,DER.CANOINHAS,FIC DER. CANOINHAS SC
SCICO,ILHA CENTRO,SUB ILHA CENTRO SC
SCPZO,PINHALZIN CSC,SUB PINHALZINHO CSC SC
SCRSD,RIO DO SUL 2,SUB RIO DO SUL 2 SC
SCTBO,TIMBO,SUB TIMBO SC
SCTDE,TRINDADE,SUB TRINDADE SC
SCTJS,TIJUCAS,SUB TIJUCAS SC
SCURC,U.R.CEDROS,USI RIO DOS CEDROS SC
SCURP,U.R.PEIXE,USI RIO DO PEIXE SC
SCURT,U.R.TIGRE,USI RIO DO TIGRE SC
SCVRJ,LAG VID RAM J,SUB VIDAL RAMOS JR SC
SCVSL,VEGA DO SUL,SUB VEGA DO SUL SC
SCCFL,CRIC.FLORESTA,SUB CRICIUMA FLORESTA SC
SCCUA,CRICIUMA,SUB CRICIUMA SC
SCSRS,SIDEROPOL.CSC,SUB SIDEROPOLIS (CELESC) SC
SCBIG,BIGUACU,SUB BIGUACU ELETROSUL SC
RSCUR,CV.URUGUAIANA,SUB CONVERSORA URUGUAIANA RS
SCCMB,CAMBORIU M.B.,SUB CAMBORIU MORRO DO BOI SC
SCBLU,BLUMENAU,SUB BLUMENAU SC
PRLON,LONDRINA ESU,SUB LONDRINA (ELETROSUL) PR
MACH,COELHO NETO,SUB COELHO NETO MA
MAPF,PORTO FRANCO,SUB PORTO FRANCO MA
PAVC,VILA DO CONDE,SUB VILA DO CONDE PA
MTJC,JACIARA,SUB JACIARA MT
MAAC,ACAILANDIA,SUB ACAILANDIA MA
SPPTV,PETROVINA_ERRO,SUB PETROVINA MT
MASCC,HEINEKEN,SUB HEINEKEN-MA MA
PACA,C.COR.METAIS,SUB C.COR.METAIS PA
MAAL,ALUMAR,SUB ALUMAR MA
MALD,SAO LUIS II,SUB SAO LUIS II MA
MALI,SAO LUIS I,SUB SAO LUIS I MA
MAMI,MIRANDA,SUB MIRANDA MA
MAMR,MIRANDA II,SUB MIRANDA II MA
MAPR,PERITORO,SUB PERITORO MA
PAAB,ALBRAS,SUB ALBRAS PA
PAAT,ALTAMIRA,SUB ALTAMIRA PA
PACJ,CARAJAS,SUB CARAJAS-ELETRONORTE PA
PACV,CVRD,SUB COMPANHIA VALE DO RIO DOCE PA
PAGM,GUAMA,SUB GUAMA PA
PAMSS,SERRA SOSSEGO,SUB MINERADORA SERRA DO SOSSEGO PA
PARU,RUROPOLIS,SUB RUROPOLIS PA
PASR,SANTA MARIA,SUB SANTA MARIA PA
PATM,TRANSAMAZONIC,SUB TRANSAMAZONICA PA
PATW,TAPANA,USI TAPANA PA
PAUG,UTINGA,SUB UTINGA PA
TOATR,AGRO TRAFO,USI AGRO TRAFO TO
TOCOR,CORUJAO,USI CORUJAO TO
TOLAG,LAGES,USI LAGES TO
TOCO,COLINAS,SUB COLINAS TO
MASL,SUB S.LUIS,SUB S.LUIS MA
TOUHSI,SANTA ISABEL,USI SANTA ISABEL TO
MADCH,DER.COE.NETO,FIC DER.COELHO NETO MA
PADTM,DER.TRANSAMAZ,FIC DER.TRANSAMAZONICA PA
PAMB,MARABA,SUB MARABA PA
TOMC,MIRACEMA,SUB MIRACEMA TO
PATU,US. TUCURUI,USI US. TUCURUI PA
PAMAB,SE MARABA,SUB SE MARABA PA
TOUHET,ESTREITO,USI ESTREITO MA
PATC,TUCURUI,SUB TUCURUI PA
MAPD,P.DUTRA,SUB PRESIDENTE DUTRA MA
MTCPA,SE CPA,SUB SE CPA MT
MTVG,SE V. GRANDE,SUB SE VARZEA GRANDE MT
MAIZ,IMPERATRIZ,SUB IMPERATRIZ MA
RSALE2,ALEGRETE2,SUB ALEGRETE2 RS
RSGRA2,GRAVATAI2,SUB GRAVATAI 2 RS
RSGRT,GUARITA,SUB GUARITA RS
RSPA13,PORTOALEGRE13,SUB PORTO ALEGRE 13 RS
RSPPE,P.PETROQUIMIC,SUB POLO PETROQUIMICO RS
RSCIAG,C.I.AUT.GRA,SUB COMPLEXO IND. AUTOMOTIVO GRAVATAI RS
RSUERN,US.ERNESTINA,USI ERNESTINA RS
RSBGO1,B.GONCALVES 1,SUB BENTO GONCALVES 1 RS
RSBIA,BIANCHINI,SUB BIANCHINI RS
RSCBA,C.BARBOSA,SUB CARLOS BARBOSA RS
RSFEL,FELIZ,SUB FELIZ RS
RSPA14,PORTOALEGRE14,SUB PORTO ALEGRE 14 RS
RSPA16,PORTOALEGRE16,SUB PORTO ALEGRE 16 RS
RSAFP,ACOS FINOS PI,SUB ACOS FINOS PIRATINI RS
RSUHQJ,14 DE JULHO,USI 14 DE JULHO RS
RSUHCA,CASTRO ALVES,USI CASTRO ALVES RS
RSLVE2,L.VERMELHA 2,SUB LAGOA VERMELHA 2 RS
RSPA10,PORTOALEGRE10,SUB PORTO ALEGRE 10 RS
RSCAX5,CAXIAS SUL 5,SUB CAXIAS DO SUL 5 RS
RSLIV2,LIVRAMENTO 2,SUB LIVRAMENTO 2 RS
RSMBR,MACAMBARA,SUB MACAMBARA RS
RSSRO,SANTA ROSA 1,SUB SANTA ROSA 1 RS
RSVIP,VIPAL,SUB VIPAL RS
RSBAG2,BAGE2,SUB BAGE2 RS
RSCAL1,CRUZ ALTA 1,SUB CRUZ ALTA 1 RS
RSCIN,C.INDUSTRIAL,SUB CIDADE INDUSTRIAL RS
RSCNA1,CANOAS 1,SUB CANOAS 1 CEEE RS
RSPAL4,PORTOALEGRE 4,SUB PORTO ALEGRE 4 RS
RSPAL6,PORTOALEGRE6,SUB PORTO ALEGRE 6 RS
RSPAL9,PORTO ALEGRE9,SUB PORTO ALEGRE 9 RS
RSPEL3,PELOTAS3,SUB PELOTAS 3 RS
RSQUI,QUINTA,SUB QUINTA RS
RSGUA,GUAIBA,SUB GUAIBA RS
RSGUA2,GUAIBA 2,SUB GUAIBA 2 RS
RSHAR,HARMONIA,SUB HARMONIA RS
RSLAJ2,LAJEADO 2,SUB LAJEADO 2 RS
RSSAG2,SANTO ANGELO2,SUB SANTO ANGELO 2 RS
RSSBO2,SAO BORJA2,SUB SAO BORJA 2 RS
RSTRI,TRIUNFO,SUB TRIUNFO RS
RSUITA,ITAUBA,USI ITAUBA RS
RSUJAC,JACUI,USI JACUI RS
RSVAI,V.AIRES,SUB VENANCIO AIRES RS
RSCAC1,CACHOEIRINHA1,SUB CACHOEIRINHA1 RS
RSPAL8,PORTO ALEGRE8,SUB PORTO ALEGRE 8 RS
RSPAL2,PORTOALEGRE 2,SUB PORTO ALEGRE 2 RS
RSPII,P.I.AV.IPIRAN,SUB P.I.AV.IPIRANGA RS
RSPIN,PINHAL-RS,SUB PINHAL-RS RS
RSPMR,PALMARES,SUB PALMARES RS
RSTAQ,TAQUARA,SUB TAQUARA RS
RSCAS2,CHARQUEADAS X,SUB CHARQUEADAS 2 RS
RSCAX2,CAXIAS SUL 2,SUB CAXIAS DO SUL 2 RS
RSCBO,CAMPO BOM,SUB CAMPO BOM RS
RSNPR2,NOVA PRATA 2,SUB NOVA PRATA 2 RS
RSOSO2,OSORIO 2,SUB OSORIO 2 RS
RSELD,ELDORADO SUL,SUB ELDORADO DO SUL RS
RSERE,ERECHIM 1,SUB ERECHIM 1 RS
RSFAR1,FARROUPILHA 1,SUB FARROUPILHA 1 RS
RSSCH,SCHARLAU,SUB SCHARLAU RS
RSSCR1,SANTA CRUZ1,SUB SANTA CRUZ 1 RS
RSSMA1,SANTA MARIA1,SUB SANTA MARIA 1 RS
RSSMA3,SANTA MARIA 3,SUB SANTA MARIA 3 RS
RSSMT,SANTA MARTA,SUB SANTA MARTA RS
RSSRI1,SIDERURGICA1,SUB SIDERURGICA 1 RS
RSUPRE,PASSO REAL,USI PASSO REAL RS
RSURU5,URUGUAIANA5,SUB URUGUAIANA5 RS
RSDPA9,D.P.ALEGRE9,SUB D.PORTO ALEGRE 9 RS
RSGAR1,GARIBALDI 1,SUB GARIBALDI 1 RS
RSCHA2,CHARQUEADAS 2,SUB CHARQUEADAS 2 RS
RSGRA3,GRAVATAI3,SUB GRAVATAI 3 RS
RSDCB1,DER.C. BOM 1,FIC DER.CAMPO BOM 1 RS
RSDCB2,DER.C. BOM 2,FIC DER.CAMPO BOM 2 RS
RSDELD,DER.ELDORADO,FIC DER.ELDORADO RS
RSDGUA,DER.GUAIBA 2,FIC DER.GUAIBA 2 RS
RSDLAJ,DER.LAJEADO 2,FIC DER.LAJEADO 2 RS
RSDPE3,DER.PELOTAS 3,FIC DER.PELOTAS 3 RS
RSDSVI,DER.S.VICENTE,FIC DER.SAO VICENTE RS
RSOSO1,OSORIO 1,SUB OSORIO 1 RS
RSSVI,S.VICENTE SUL,SUB SAO VICENTE SUL RS
RSUDFR,U.D.FRANCISCA,USI DONA FRANCISCA RS
RSMIS,MISSOES,SUB MISSOES RS
RSCAM,CAMAQUA,SUB CAMAQUA RS
RSPME,PRE.MEDICI,SUB PRESIDENTE MEDICI RS
ARRI,RINCON S. M.,USI RINCON SANTA MARIA AR
PYACY,ACARAY,SUB ACARAY PY
PYSEMD,MARGEM DIREIT,SUB MARGEM DIREITA PY
PYIT50,ITAIPU 50 HZ,USI ITAIPU 50 HZ PY
PRIT60,ITAIPU 60 HZ,USI ITAIPU 60 HZ PR
UYRIV,RIVERA,SUB RIVERA UY
MGACES,APERAM,SUB APERAM MG
MGBDE3,B.DESPACHO 3,SUB BOM DESPACHO 3 MG
MGSGPA,S. G. DO PARA,SUB SAO GONCALO DO PARA MG
MGSOBR,SOBRAGI,USI SOBRAGI MG
MGUSI1,USIMINAS,SUB USIMINAS MG
MGCVBC,BARAO COCAIS3,SUB BARAO DE COCAIS 3 MG
MGANIL,ANIL,USI ANIL MG
MGARAG,ARAGUARI 2,SUB ARAGUARI 2 MG
MGARAX,ARAXA 1,SUB ARAXA 1 MG
MGARCO,ARCOS 1,SUB ARCOS 1 MG
MGATAL,BH ATALAIA,SUB BH ATALAIA MG
MGAVAT,AVATINGUARA,SUB AVATINGUARA MG
MGBONS,BH BONSUCESSO,SUB BH BONSUCESSO MG
MGBRB1,BARBACENA 1,SUB BARBACENA 1 MG
MGGFNT,GAFANHOTO,USI GAFANHOTO MG
MGUNA3,UNAI 3,SUB UNAI 3 MG
MGAIMO,AIMORES,USI AIMORES MG
MGSCLA,STA.CLARA-MG,USI SANTA CLARA-MG MG
MGVPND,VESPASIANO 2,SUB VESPASIANO 2 MG
MGCPB1,AMADORAGUIAR1,USI AMADOR AGUIAR I MG
MGCPB2,AMADORAGUIAR2,USI AMADOR AGUIAR II MG
MGSLUZ,SANTA LUZIA 1,SUB SANTA LUZIA 1 MG
MGNGRA,NOVA GRANJA,SUB NOVA GRANJA MG
MGCISL,CI.STA.LUZIA,SUB CI.SANTA LUZIA MG
MGHRAC,AURE. CHAVES,USI AURELIANO CHAVES MG
MGUHBA,BAU I,USI BAU I MG
MGDCAS,DER. CASSIA,FIC DER. CASSIA MG
MGJFO7,JUIZ FORA 7,SUB JUIZ DE FORA 7 MG
MGJFOR,JUIZ DE FORA1,SUB JUIZ DE FORA 1 MG
MGPCAL,POCOS CALDAS1,SUB POCOS CALDAS 1 MG
MGRPDR,R.DAS PEDRAS,USI RIO DAS PEDRAS MG
MGSJDR,S.J.DEL REI 1,SUB SAO JOAO DEL REI 1 MG
MGUBL1,UBERLANDIA 1,SUB UBERLANDIA 1 MG
MGUBL6,UBERLANDIA 6,SUB UBERLANDIA 6 MG
MGUBL7,UBERLANDIA 7,SUB UBERLANDIA 7 MG
MGUBRB,UBERABA 1,SUB UBERABA 1 MG
MGEMBO,EMBORCACAO,SUB EMBORCACAO MG
MGFRUT,FRUTAL,SUB FRUTAL MG
MGGUIL,GUILMA AMORIM,USI GUILMAN AMORIM MG
MGGVAL,G.VALADARES 2,SUB GOVERNADOR VALADARES 2 MG
MGGVL1,G.VALADARES 1,SUB GOVERNADOR VALADARES 1 MG
MGITAU,ITAUNA 1,SUB ITAUNA 1 MG
MGVPAL,VARZEA PALMA1,SUB VARZEA DA PALMA 1 MG
MGVZTE,VAZANTE 1,SUB VAZANTE 1 MG
MGBBRA,BARRA BRAUNA,USI PCH BARRA DO BRAUNA MG
MGMURT,MURTA,USI MURTA MG
MGIRAP,IRAPE-US,USI IRAPE-US MG
MGPCDA,PICADA,USI PICADA MG
MGPNOV,PONTE NOVA,SUB PONTE NOVA MG
MGNANU,NANUQUE,SUB NANUQUE MG
MGMANN,MANNESMANN,SUB MANNESMANN MG
MGMAR1,MARIANA 1,SUB MARIANA 1 MG
MGMARA,BH MARACANA,SUB BH MARACANA MG
MGMATZ,MATOZINHOS,SUB MATOZINHOS MG
MGMCAR,MONTE CARMELO,SUB MONTE CARMELO MG
MGNERA,NOVA ERA 2,SUB NOVA ERA 2 MG
MGSILI,SILICON,SUB SILICON MG
MGNLIM,NOVA LIMA 1,SUB NOVA LIMA 1 MG
MGNPON,NOVA PONTE,USI NOVA PONTE MG
MGOPR1,OURO PRETO 1,SUB OURO PRETO 1 MG
MGOPR2,OURO PRETO 2,SUB OURO PRETO 2 MG
MGPASS,PASSOS,SUB PASSOS 1 MG
MGPIME,PIMENTA,SUB PIMENTA MG
MGSDUM,SANTOS DUMONT,SUB SANTOS DUMONT 1 MG
MGSEFI,BH S.EFIGENIA,SUB BH SANTA EFIGENIA MG
MGSGOT,SAO GOTARDO 2,SUB SAO GOTARDO 2 MG
MGSGRA,SALTO GRANDE MG,USI SALTO GRANDE MG MG
MGSLAG,SETE LAGOAS 1,SUB SETE LAGOAS 1 MG
MGTIMO,TIMOTEO 1,SUB TIMOTEO 1 MG
MGTMAR,TRES MARIAS,USI TRES MARIAS MG
MGTRON,TRONQUEIRAS,USI TRONQUEIRAS MG
MGACOM,ACOMINAS,SUB ACOMINAS MG
MGADEL,BH ADELAIDE,SUB BH ADELAIDE MG
MGALEG,SAMARCO ALEGR,SUB SAMARCO ALEGRE MG
MGBET3,BETIM 3,SUB BETIM 3 MG
MGBRO2,BARROSO 4,SUB BARROSO 4 MG
MGCAMA,CAMARGOS,USI CAMARGOS MG
MGCARA,CARANDAI 2,SUB CARANDAI 2 MG
MGCASS,CASSIA,SUB CASSIA MG
MGITSE,ITUTINGA-SE,SUB ITUTINGA-SE MG
MGITUT,ITUTINGA-US,USI ITUTINGA-US MG
MGJGSE,JAGUARA-US,SUB JAGUARA-US MG
MGJGUS,JAGUARA,USI JAGUARA MG
MGJTBA,BH JATOBA,SUB BH JATOBA MG
MGLAFA,LAFAIETE 1,SUB CONSELHEIRO LAFAIETE MG
MGJMON,J.MONLEVADE 2,SUB JOAO MONLEVADE 2 MG
MGMESQ,MESQUITA,SUB MESQUITA MG
MGMIND,MINDURI 1,SUB MINDURI 1 MG
MGMIRA,MIRANDA,USI MIRANDA MG
MGMONL,MONLEVADE 2,SUB MONLEVADE 2 MG
MGNEV2,NEVES 2,SUB NEVES 2 MG
MGNEVE,NEVES 1,SUB NEVES 1 MG
MGPLE3,P.LEOPOLDO 3,SUB PEDRO LEOPOLDO 3 MG
MGREGA,PB REGAP,SUB PETROBRAS REGAP MG
MGSACR,SACRAMENTO 1,SUB SACRAMENTO 1 MG
MGSAMR,SAMARCO-ALEGRIA,SUB SAMARCO ALEGRIA MG
MGSARA,SARAMENHA,SUB SARAMENHA MG
MGSSSE,SAO SIMAO-SE,SUB SAO SIMAO-SE MG
MGSSUS,SAO SIMAO-US,USI SAO SIMAO-US MG
MGTAQU,TAQUARIL,SUB TAQUARIL MG
MGTEOT,TEOF.OTONI 1,SUB TEOFILO OTONI 1 MG
MGVGRA,VOLTA GRANDE,USI VOLTA GRANDE MG
MGBARB,BARBACENA 2,SUB BARBACENA 2 MG
MGBARR,BARREIRO 1,SUB BARREIRO 1 MG
MGBCOC,BARAO COCAIS2,SUB BARAO COCAIS2 MG
MGBET2,BETIM 2,SUB BETIM 2 MG
MGCDEL,COROMANDEL,SUB COROMANDEL MG
MGCINC,CINCO,SUB CINCO MG
MGCIND,C.INDUSTRIAL,SUB CIDADE INDUSTRIAL CONTAGEM MG
MGCNB,NIQUEL BRASIL,SUB NIQUEL BRASIL MG
MGCOPA,COPASA,SUB COPASA MG
MGCPEN,CONSE. PENA,SUB CONSELHEIRO PENA MG
MGHORT,BH HORTO,SUB BH HORTO MG
MGIGAR,IGARAPAVA,USI IGARAPAVA MG
MGIGPE,IGARAPE,USI IGARAPE 1 MG
MGIPAT,IPATINGA 1,SUB IPATINGA 1 MG
MGITAB,ITABIRA 2,SUB ITABIRA 2 MG
MGUTIB,UT.IBIRITE,USI UT.IBIRITE MG
MGCAMB,CAMPO BELO,SUB CAMPO BELO MG
MGSCAR,SA CARVALHO,USI SA CARVALHO MG
MGMCL2,MONTESCLAROS2,SUB MONTES CLAROS 2 MG
MGBJGA,B.J.GALHO,USI B.J.GALHO MG
MGCAME,CAMELINHO,USI CAMELINHO MG
MGCJRU,CAJURU,USI CAJURU MG
MGDNRT,DONA RITA,USI DONA RITA MG
MGFRMS,FORMOSO,USI FORMOSO MG
MGJASL,JOASAL,USI JOASAL MG
MGJCTG,JACUTINGA,USI JACUTINGA MG
MGMCDM,MACHADO MIN,USI MACHADO MIN MG
MGMRML,MARMELOS,USI MARMELOS MG
MGMRTN,MARTINS,USI MARTINS MG
MGPCFD,POCO FUNDO,USI POCO FUNDO MG
MGPCNC,PACIENCIA,USI PACIENCIA MG
MGPETI,PETI,USI PETI MG
MGPIAU,PIAU,USI PIAU MG
MGPRUN,PARAUNA,USI PARAUNA MG
MGSBRD,S.BERNARDO,USI SAO BERNARDO MG
MGSMDR,SUMIDOURO,USI SUMIDOURO MG
MGLDAS,LUIS DIAS,USI LUIS DIAS MG
MGPNDS,PANDEIROS,USI PANDEIROS MG
MGSMRS,S.MORAIS,USI S.MORAIS MG
MGSMRT,S.MARTA,USI SANTA MARTA MG
MGXICA,U.XICAO,USI XICAO MG
MGPORT,PORTO ESTRELA,USI PORTO ESTRELA MG
MGCUSL,SETE LAGOAS,USI SETE LAGOAS MG
MGLAV2,LAVRAS 2,SUB LAVRAS 2 MG
MGDME,DME POCOS CAL,SUB DME POCOS CALDAS MG
MGPIRA,PIRAPORA 1,SUB PIRAPORA 1 MG
MGACU2,ARACUAI 2,SUB ARACUAI 2 MG
MGSBMI,S.B.MINERACAO,SUB S.B.MINERACAO MG
MGCVRD,CVRD MG,SUB COM.VALE RIO DOCE MG
MGAISE,AIMORES-SE,SUB AIMORES-SE MG
PEAGL,ANGELIM,SUB ANGELIM PE
RNSMD,SAN.MATOS II,SUB SANTANA DO MATOS II RN
SEITB,ITABAIANA,SUB ITABAIANA SE
ALMSI,MESSIAS,SUB MESSIAS AL
BABRA,BARREIRAS,SUB BARREIRAS BA
BACTG,COTEGIPE,SUB COTEGIPE BA
BAGVM,G.MANGABEIRA,SUB GOVERNADOR MANGABEIRA BA
PEMRR,MIRUEIRA,SUB MIRUEIRA PE
ALBGMD,POLO,USI POLO AL
ALBGMT,MARITUBA,USI MARITUBA AL
ALBGPP,PERI-PERI,USI PERI-PERI AL
PIPIC,PICOS,SUB PICOS PI
RNPEPM,UT PARNAMIRIM,USI PARNAMIRIM RN
BAUCV,P.DO CAVALO,USI PEDRA DO CAVALO BA
RNPRS,PARAISO,SUB PARAISO RN
RNNTD,NATAL II,SUB NATAL II RN
PBCGD,C.GRANDE II,SUB CAMPINA GRANDE II PB
PEAGD,ANGELIM II,SUB ANGELIM II PE
CEFZD,FORTALEZA II,SUB FORTALEZA II CE
CECPE,CAUIPE,SUB CAUIPE CE
PEBGI,BONGI,SUB BONGI PE
BAFNL,FUNIL,SUB FUNIL BA
BABRK,BRASKEM UNIB,SUB BRASKEM UNIB BA
BACOP,COPENE,SUB COPENE BA
PIUBE,UB.ESPERANCA,USI BOA ESPERANCA PI
BAJGR,JAGUARARI-SE,SUB JAGUARARI-SE BA
BACMI,C.MINERACAO,SUB CARAIBA MINERACAO BA
RSTQR,TAQUARI,SUB TAQUARI RS
GOINH,INHUMAS,SUB INHUMAS GO
GOFER,FERROVIARIO,SUB FERROVIARIO GO
GOREL,REAL,SUB REAL GO
MGBRUC,BRUCUTU,SUB BRUCUTU MG
SPPPR1,SE.PPRIMAVERA,SUB PORTO PRIMAVERA SP
SPEMN,EMAS NOVAS,USI EMAS NOVAS SP
SPLOB,LOBO,USI LOBO SP
SPAJB,AJINOMOTO BIO,SUB AJINOMOTO BIOLATINA SP
SPCRZ,CRUZACO,SUB CRUZACO SP
SPMMG,MIN.MOGIGUA�U,SUB MIN.MOGI GUA�U SP
SPANR,ANDRADINA,SUB ANDRADINA SP
SPARU,ARUJA,SUB ARUJA SP
SPBUR,BURI,SUB BURI SP
SPCOC,CONCHAL,SUB CONCHAL SP
SPFRM,FRANCISCO MOR,SUB FRANCISCO MORATO SP
SPIRA,IRACEMAPOLIS1,SUB IRACEMAPOLIS 1 SP
SPJAR,JARINU 1,SUB JARINU 1 SP
SPLAP,LARANJAL PAUL,SUB LARANJAL PAULISTA SP
SPPAO,PALMEIRA OES,SUB PALMEIRA DO OESTE SP
SPSAP,S.ANT.POSSE 1,SUB SANTO ANTONIO DA POSSE 1 SP
SPTAM,TAMBAU ELK,SUB TAMBAU ELEKTRO SP
SPVGS,VAR.GRANDE 1,SUB VARGEM GRANDE DO SUL SP
SPCOU,CIA. UNI�O DE,SUB CIA. UNI�O DE SP
SPCIP0,CIMPOR CAJATI,SUB CIMPOR CAJATI SP
SPFOR0,FORMIGRES ELK,SUB FORMIGRES ELEKTRO SP
SPKLA0,KLABIN,SUB KLABIN SP
SPSER0,BUNGE ALIMENT,SUB BUNGE ALIMENTOS SP
SPTRA0,TRW A.LIMEIRA,SUB TRW AUTOMOTIVE-LIMEIRA SP
SPMAH,MAHLE ELK,SUB SUB MAHLE ELEKTRO SP
RJSTAN,ANGRA FUR,SUB ANGRA FUR RJ
SPCEM,CEMIRIM,SUB CEMIRIM SP
SCUTLA,U.JLACERDA A,USI JORGE LACERDA-A SC
PRUHSS,U.S.SANTIAGO,USI SALTO SANTIAGO PR
TOUHPA,PEIXE ANGICAL,USI PEIXE ANGICAL TO
MGIRAE,IRAPE-SE,SUB IRAPE MG
ESSTVT,VITORIA,SUB VITORIA ES
GOALD,AGUAS LINDAS,SUB AGUAS LINDAS GO
MGQMDO,QUEIMADO,USI QUEIMADO MG
RJILH,ILHA POMBOS,USI ILHA POMBOS RJ
RJMGE,MAGE,SUB MAGE RJ
SCGPR,GASPAR,SUB GASPAR SC
SPBOJ,BOM JARDIM,SUB BOM JARDIM SP
SPBSA,B. SANTISTA,SUB BAIXADA SANTISTA SP
SPNOD,NORDESTE,SUB NORDESTE SP
MTSS,SORRISO,SUB SORRISO MT
PRFND,FUNDAO,USI FUNDAO PR
GOSME2,SERRA MESA 2,SUB SERRA DA MESA 2 GO
RSATL2,ATLANTIDA 2,SUB ATLANTIDA 2 RS
RJBMT,BOCA DO MATO,SUB BOCA DO MATO RJ
RJCEN,CENTENARIA,SUB CENTENARIA RJ
RJCXS,CAXIAS RJ,SUB CAXIAS RJ
RJFAG,FAGUNDES,USI FAGUNDES RJ
RJMRT,MERITI,SUB MERITI RJ
RJPAN,PANAMERICANA,SUB PANAMERICANA RJ
RJTOB,TOMBOS,USI TOMBOS RJ
SPDGUA,DER.GUARULHOS,FIC DER.GUARULHOS SP
RJDALV,DER.ALVORADA,FIC DER.ALVORADA RJ
ESSEIT,ITARANA,SUB ITARANA ES
SPTUA,TUPA,SUB TUPA SP
SPUCH,CHIBARRO,USI CHIBARRO SP
SPUGP,G.PEIXOTO,USI GAVIAO PEIXOTO SP
SPVIB,VIBASA,SUB VIBASA SP
SPVVI,VILA VENTURA,SUB VILA VENTURA SP
SPBAU1,BAURU 1,SUB BAURU 1 SP
SPCBA,CIA.BRAS.ALUM,SUB CIA.BRASILEIRA ALUMINIO SP
SPDCS,DOCAS,USI DOCAS SP
SPMOG2,MOGI GUACU 2,SUB MOGI GUACU 2 SP
SPITH1,ITANHAEM 1,SUB ITANHAEM 1 SP
MGPPUL,PAMPULHA,SUB PAMPULHA MG
PEVSA,VIT.STO.ANTAO,SUB VITORIA SANTO ANTAO PE
PEUTJB,JAIME BELTRAO,USI JB PE
RNUERF,EOL R.DO FOGO,USI EOLICA RIO DO FOGO RN
SESUBM,SIGLA RESERVA,FIC SIGLA RESERVADA SE
ESSTVE,VERONA,SUB VERONA ES
RJSTVP,VENDA PEDRAS,SUB VENDA DAS PEDRAS RJ
MGSTES,ESTREITO,SUB ESTREITO MG
RSLBA,L.D.BARROS,SUB LAGOA DOS BARROS RS
RSEVSO,EOL OSORIO,USI EOL PARQUE EOLICO OSORIO RS
ROAQ,ARIQUEMES,SUB ARIQUEMES RO
ROAF,ALFAVILLE,SUB ALFAVILLE RO
ROAE,AREAL,SUB AREAL RO
ROJR,JARU,SUB JARU RO
ROJP,JI-PARANA,SUB JI-PARANA RO
ROGJ,GUAJARA MIRIM,SUB GUAJARA MIRIM RO
ROAN,ABUNA,SUB ABUNA RO
ROPV,PORTO VELHO,SUB PORTO VELHO RO
RORM,RIO MADEIRA,USI RIO MADEIRA RO
RORL,ROLIM MOURA,SUB ROLIM DE MOURA RO
ROSU,UHE SAMUEL,USI SAMUEL RO
ROSM,SAMUEL,SUB SAMUEL RO
ROSQ,SAO FRANCISCO,SUB SAO FRANCISCO RO
ACRA,UTE RIO ACRE,USI RIO ACRE AC
RSSLE,SAO LEOPOLDO,SUB SAO LEOPOLDO RS
ACRD,RIO BRANCO II,USI UTE RIO BRANCO 2 AC
MGVTJF,VOTORANTIM_JF,SUB VOTORANTIM ZINCO JUIZ DE FORA MG
MGUBR5,UBERABA 5,SUB UBERABA 5 MG
MGUBR6,UBERABA 6,SUB UBERABA 6 MG
ROPB,PIMENTA BUENO,SUB PIMENTA BUENO RO
ROVN,VILHENA,SUB VILHENA RO
GOSTSM,S.DA MESA,SUB SERRA DA MESA GO
GOCJA,CARAJAS,SUB CARAJAS CELG GO
ROROD,UHE RONDON II,USI UHE RONDON II RO
SPNPP,N.P.PRIMAVERA,SUB NOVA PORTO PRIMAVERA SP
MSIMB,IMBIRUSSU,SUB IMBIRUSSU MS
RSSDS,SAPUCAIA SUL,SUB SAPUCAIA DO SUL RS
RSBPR,BOM PRINCIPIO,SUB BOM PRINCIPIO RS
RSIRA,IRAPUAZINHO,SUB IRAPUAZINHO RS
RSABSA,A.SAPUCAIA,SUB AMBEV SAPUCAIA RS
RSBUCA,B.F.CANOAS,SUB BUNGE FERTILIZANTES CANOAS RS
