eqp_id,age_id_prop,nomelongo,ins_id
PEBGI-2TR4A,,TR 230 / 69 kV BONGI 3A PE,PEBGI
PEBGI-2TR5,,TR 230 / 69 kV BONGI 8 PE,PEBGI
PEBGI-2TR5,CHF,TR 230 / 13P8 kV BONGI T5 PE,PEBGI
PEBGI-2TR6,CHF,TR 230 / 13P8 kV BONGI T6 PE,PEBGI
PEBGI-2TR7,CHF,TR 230 / 13P8 kV BONGI T7 PE,PEBGI
PEBGI-2TR9,CHF,TR 230 / 69 kV BONGI T9 PE,PEBGI
PEBNO-0TR3A,CHF,TR 69 / 13P8 kV BOM NOME T3A PE,PEBNO
PEBNO-0TR3B,CHF,TR 69 / 13P8 kV BOM NOME T3B PE,PEBNO
PEBNO-2TR1,CHF,TR 230 / 69 kV BOM NOME T1B PE,PEBNO
PEBNO-2TR1A,CHF,TR 230 / 69 kV BOM NOME T1 PE,PEBNO
PEBNO-2TR2,CHF,TR 230 / 69 kV BOM NOME T2B PE,PEBNO
PEBNO-2TR2A,CHF,TR 230 / 69 kV BOM NOME T2 PE,PEBNO
PEBNO-2TR4,CHF,TR 230 / 138 kV BOM NOME T4 PE,PEBNO
PEBNO-2TR5,CHF,TR 230 / 138 kV BOM NOME T5 PE,PEBNO
PEBNO-2TR6,,TR 230 / 138 kV BOM NOME 7 PE,PEBNO
PEBNO-2TR7,CHF,TR 230 / 138 kV BOM NOME T6 PE,PEBNO
PEBNO22TR3,,TR 230 / 138 kV BOM NOME II 3 PE,PEBNO2
PEBNO22TR4,,TR 230 / 138 kV BOM NOME II 4 PE,PEBNO2
PEBNO25TR1,,TR 500 / 230 kV BOM NOME II 1 PE,PEBNO2
PEBNO25TR2,,TR 500 / 230 kV BOM NOME II 2 PE,PEBNO2
PEBRI-1TRT1,SAG,TR 138 / 34P5 kV BRIGIDA T1 PE,PEBRI
PEBRI-1TRT1,SAG,TR 138 / 34P5 kV BRIGIDA TX PE,PEBRI
PEBRI-1TRT2,SAG,TR 138 / 34P5 kV BRIGIDA T2 PE,PEBRI
PEBRI-1TRT3,SAG,TR 138 / 34P5 kV BRIGIDA T3 PE,PEBRI
PECE2-2TR1,AOP,TR 230 / 34P5 kV CAETES II T1 PE,PECE2
PECE2-2TR2,AOP,TR 230 / 34P5 kV CAETES II T2 PE,PECE2
PECEPT0TR1,CEP,TR 69 / 13P8 kV PETROLINA T1 PE,PECEPT
PECEPT0TR2,CEP,TR 69 / 13P8 kV PETROLINA T2 PE,PECEPT
PECIR-2TRT1,VIS,TR 230 / 34P5 kV CIRANDA T1 PE,PECRD
PECIR-2TRT2,VIS,TR 230 / 34P5 kV CIRANDA T2 PE,PECRD
PECLE-2T1,EEH,TR 230 / 34P5 kV SAO CLEMENTE T1 PE,PECLE
PECLE-2T2,EEH,TR 230 / 34P5 kV SAO CLEMENTE T2 PE,PECLE
PECRD-2TR,VIS,TR 230 / 34P5 kV CIRANDA TX PE,PECRD
PECRD-2TRT1,VIS,TR 230 / 34P5 kV CIRANDA T1X PE,PECRD
PEFIAT2TR1,VIS,TR 230 / 69 kV MATA NORTE T1 PE,PEFIAT
PEFIAT2TR2,,TR 230 / 13P8 kV MATA NORTE 2 PE,PEFIAT
PEFIAT2TR3,,TR 230 / 13P8 kV MATA NORTE 3 PE,PEFIAT
PEFIAT2TR4,VIS,TR 230 / 69 kV MATA NORTE T2 PE,PEFIAT
PEFIAT2TR5,,TR 230 / 69 kV MATA NORTE 5 PE,PEFIAT
PEFVD-2TR2,ENL,TR 230 / 34P5 kV F DOS VENTOS II T2 PE,PEFVD
PEGNN-2TR1,CHF,TR 230 / 69 kV GOIANINHA T1 PE,PEGNN
PEGNN-2TR2,CHF,TR 230 / 69 kV GOIANINHA T2 PE,PEGNN
PEGNN-2TR3,CHF,TR 230 / 69 kV GOIANINHA T3 PE,PEGNN
PEGNN-2TRT4,CHF,TR 230 / 69 kV GOIANINHA T4 PE,PEGNN
PEGRD-2TR2,GEN,TR 230 / 69 kV GARANHUNS II T10 PE,PEGRD
PEGRD-2TR3,GEN,TR 230 / 69 kV GARANHUNS II T11 PE,PEGRD
PEGRD-5TR1,CTP,TR 500 / 230 kV GARANHUNS II T1 PE,PEGRD
PEJBD-2TR1,CHF,TR 230 / 69 kV JABOATAO II T1 PE,PEJBD
PEJBD-2TR2,CHF,TR 230 / 69 kV JABOATAO II T2 PE,PEJBD
PELAC-204TB,662,TR 230 / 69 kV LAGOA DO CARRO T2 PE,PELAGC
PELAC-2TRT1,662,TR 230 / 69 kV LAGOA DO CARRO T1 PE,PELAGC
PELAGC2TR1,662,TR 230 / 69 kV LAGOA DO CARRO TA PE,PELAGC
PELAGC2TR2,662,TR 230 / 69 kV LAGOA DO CARRO TB PE,PELAGC
PEMID-2TR1,CHF,TR 230 / 69 kV MIRUEIRA II T1 PE,PEMID
PEMID-2TR2,CHF,TR 230 / 69 kV MIRUEIRA II T2 PE,PEMID
PEMRR-0TR5,CHF,TR 69 / 13P8 kV MIRUEIRA T5 PE,PEMRR
PEMRR-2TR1,CHF,TR 230 / 69 kV MIRUEIRA T1 PE,PEMRR
PEMRR-2TR2,CHF,TR 230 / 69 kV MIRUEIRA T2 PE,PEMRR
PEMRR-2TR3,CHF,TR 230 / 69 kV MIRUEIRA T3 PE,PEMRR
PEMRR-2TR4,CHF,TR 230 / 69 kV MIRUEIRA T4 PE,PEMRR
PEMRRC1TRT1,099,TR 138 / 34P5 kV MARRECAS T1 PE,PEMRRC
PEPAR-2TR1,GEN,TR 230 / 34P5 kV PARANATAMA T1 PE,PEPAR
PEPAR-2TRT2,GEN,TR 230 / 34P5 kV PARANATAMA T2 PE,PEPAR
PEPFE-2TR1,CHF,TR 230 / 69 kV PAU FERRO T1 PE,PEPFE
PEPFE-2TR2,CHF,TR 230 / 69 kV PAU FERRO T2 PE,PEPFE
PEPFE-2TR3,CHF,TR 230 / 69 kV PAU FERRO T3 PE,PEPFE
PEPFE-2TR4,CHF,TR 230 / 69 kV PAU FERRO T4 PE,PEPFE
PEPFE-5TR4,CTP,TR 500 / 230 kV PAU FERRO T8 PE,PEPFE
PEPFE-5TR5,CTP,TR 500 / 230 kV PAU FERRO T9 PE,PEPFE
PEPRD-2TR1,CHF,TR 230 / 69 kV PIRAPAMA II T1 PE,PEPRD
PEPRD-2TR2,CHF,TR 230 / 69 kV PIRAPAMA II T2 PE,PEPRD
PEPRD-2TR3,CHF,TR 230 / 69 kV PIRAPAMA II T3 PE,PEPRD
PEPRD-2TR4,CHF,TR 230 / 69 kV PIRAPAMA II T4 PE,PEPRD
PERCD-02TR1,CHF,TR 69 / 13P8 kV RECIFE II T1A PE,PERCD
PERCD-02TR2,CHF,TR 69 / 13P8 kV RECIFE II T2A PE,PERCD
PERCD-2TR5,CHF,TR 230 / 13P8 kV RECIFE II T5 PE,PERCD
PERCD-5TR1,CHF,TR 500 / 230 kV RECIFE II T1 PE,PERCD
PERCD-5TR1,CHF,TR 500 / 230 kV RECIFE II T1X PE,PERCD
PERCD-5TR2,CHF,TR 500 / 230 kV RECIFE II T2X PE,PERCD
PERCD-5TR3,CHF,TR 500 / 230 kV RECIFE II T3X PE,PERCD
PERCD-5TR4,CHF,TR 500 / 230 kV RECIFE II T4X PE,PERCD
PERCD-5TRT2,CHF,TR 500 / 230 kV RECIFE II T2 PE,PERCD
PERCD-5TRT3,CHF,TR 500 / 230 kV RECIFE II T3 PE,PERCD
PERCD-5TRT4,CHF,TR 500 / 230 kV RECIFE II T4 PE,PERCD
PERIB-2TR1,CHF,TR 230 / 69 kV RIBEIRAO T3 PE,PERIB
PERIB-2TR2,CHF,TR 230 / 69 kV RIBEIRAO T2 PE,PERIB
PERIB-2TR3,CHF,TR 230 / 69 kV RIBEIRAO T4 PE,PERIB
PERIB-2TR5,CHF,TR 230 / 69 kV RIBEIRAO T1 PE,PERIB
PESODA2TR1,,TR 230 / 34P5 kV SOL DO AGRESTE 1 PE,PESODA
PESODA2TR2,,TR 230 / 34P5 kV SOL DO AGRESTE 2 PE,PESODA
PESPP-1T1,022,TR 138 / 34P5 kV S.PEDRO E PAULO T1 PE,PESPP
PESUD-5TR1,CHF,TR 500 / 230 kV SUAPE II T1 PE,PESUD
PESUD-5TR2,CHF,TR 500 / 230 kV SUAPE II T2 PE,PESUD
PESUD-5TR3,,TR 500 / 230 kV SUAPE II T3 PE,PESUD
PESUT-2TR1,CHF,TR 230 / 69 kV SUAPE III T1 PE,PESUT
PESUT-2TR2,CHF,TR 230 / 69 kV SUAPE III T2 PE,PESUT
PESUT-2TR3,CHF,TR 230 / 69 kV SUAPE III T3 PE,PESUT
PETAC-02TR5,CHF,TR 69 / 13P8 kV TACAIMBO T5 PE,PETAC
PETAC-2TR1,CHF,TR 230 / 69 kV TACAIMBO T1 PE,PETAC
PETAC-2TR2,CHF,TR 230 / 69 kV TACAIMBO T2 PE,PETAC
PETAC-2TR3,CHF,TR 230 / 69 kV TACAIMBO T3 PE,PETAC
PETAC-2TR4,CHF,TR 230 / 69 kV TACAIMBO T4 PE,PETAC
PETAT-2TR1,ENL,TR 230 / 34P5 kV TACARATU T1 PE,PETAT
PETPRD0TR1,TER,TR 69 / 13P8 kV TERMOCABO T1 PE,PETPRD
PEULG-5TR1,CHF,TR 500 / 16 kV US. L.GONZAGA T1 PE,PEULG
PEULG-5TR2,CHF,TR 500 / 16 kV US. L.GONZAGA T2 PE,PEULG
PEULG-5TR3,CHF,TR 500 / 16 kV US. L.GONZAGA T3 PE,PEULG
PEUPF12TR3,TM1,TR 230 / 34P5 kV UTE P.FERRO 1 T3 PE,PEUPF1
PEURB-2TR1,,TR 230 / 69 kV URBANA T1 PE,PEURB
PEURB-2TR2,,TR 230 / 69 kV URBANA 04T2 PE,PEURB
PEURB-2TR3,,TR 230 / 69 kV URBANA T3 PE,PEURB
PEUTAL0TFA,RNE,TR 69 / 13P8 kV REFI ABREU LIMA TFA PE,PEUTAL
PEUTAL0TFB,RNE,TR 69 / 13P8 kV REFI ABREU LIMA TFB PE,PEUTAL
PEUTAL0TFC,RNE,TR 69 / 13P8 kV REFI ABREU LIMA TFC PE,PEUTAL
PEUTAL0TFD,RNE,TR 69 / 13P8 kV REFI ABREU LIMA TFD PE,PEUTAL
PEUTAL2TA,RNE,TR 230 / 69 kV REFI ABREU LIMA TA PE,PEUTAL
PEUTAL2TB,RNE,TR 230 / 69 kV REFI ABREU LIMA TB PE,PEUTAL
PEUTCD2TR2,TM1,TR 230 / 34P5 kV CAM. MURICY II 1 PE,BAUTCD
PEUTCD2TR2---------1,TM1,TR 230 / 34P5 kV CAM. MURICY II 2 PE,BAUTCD
PEUTJB0TR1,DJB,TR 69 / 13P8 kV JAIME BELTRAO T1 PE,PEUTJB
PEUTJB0TR4,DJB,TR 13P8 / 0P38 kV JAIME BELTRAO T1 PE,PEUTJB
PEUTJB0TR5,DJB,TR 13P8 / 0P38 kV JAIME BELTRAO T2 PE,PEUTJB
PEUTM-2TR1,TM1,TR 230 / 34P5 kV TERMOMANAUS T1 PE,PEUTM
PEUTM-2TR2,TM1,TR 230 / 34P5 kV TERMOMANAUS T2 PE,PEUTM
PEUTPE2TR1,TPE,TR 230 / 18 kV TERMOPERNAMBU 1BAT PE,PEUTPE
PEUTPE2TR2,TPE,TR 230 / 18 kV TERMOPERNAMBU 2BAT PE,PEUTPE
PEUTPE2TR3,TPE,TR 230 / 18 kV TERMOPERNAMBU 0BAT PE,PEUTPE
PEUTPM2TR3,TM1,TR 230 / 34P5 kV UTE PECEM II XX PE,PEUTPM
PEUTPM2X,TM1,TR 230 / 34P5 kV UTE PECEM II 3 PE,PEUTPM
PEUTPT2TR1,TP3,TR 230 / 13P8 kV UTE PERNAMB.3 1 PE,PEUTPT
PEUTPT2TR2,TP3,TR 230 / 13P8 kV UTE PERNAMB.3 2 PE,PEUTPT
PEUTSD2TR1---------1,PBR,TR 230 / 13P8 kV UTE SUAPE II T1 PE,PEUTSD
PEUTSD2TR2---------1,PBR,TR 230 / 13P8 kV UTE SUAPE II T2 PE,PEUTSD
PEUTSD2TR3---------1,PBR,TR 230 / 13P8 kV UTE SUAPE II T3 PE,PEUTSD
PEVZD-2TR1,CHF,TR 230 / 69 kV JOAIRAM T1 PE,PEVZD
PEVZD-2TR2,CHF,TR 230 / 69 kV JOAIRAM T2 PE,PEVZD
PEVZD-2TR3,CHF,TR 230 / 69 kV JOAIRAM T3 PE,PEVZD
PIAR3-2TR1,HX1,TR 230 / 34P5 kV ARARIPE III T1 PI,PIAR3
PIAR3-2TR2,HX1,TR 230 / 34P5 kV ARARIPE III T2 PI,PIAR3
PIBEA-2TR2,NRX,TR 230 / 69 kV B. ESPERANCA 2 PI,PIBEA
PIBEA-2TR3,NRX,TR 230 / 69 kV B. ESPERANCA 3 PI,PIBEA
PIBEA-2TRT5,NRX,TR 230 / 69 kV B. ESPERANCA T5 PI,PIBEA
PIBEA-2TRT6,NRX,TR 230 / 69 kV B. ESPERANCA T6 PI,PIBEA
PIBEA-5TR1,CHF,TR 500 / 230 kV B. ESPERANCA T1 PI,PIBEA
PIBSD-2TR1,TAE,TR 230 / 69 kV BOM JESUS II AT601 PI,BABSD
PIBSD-2TR2,TAE,TR 230 / 69 kV BOM JESUS II AT602 PI,BABSD
PICDU-2TR1,,TR 230 / 34P5 kV CALDEIRAO I 1 PI,PICDU
PICDU-2TR2,,TR 230 / 34P5 kV CALDEIRAO I 2 PI,PICDU
PICH1-2TR1,AOP,TR 230 / 34P5 kV COL CHAPADA I T1 PI,PICH1
PICH1-2TR2,AOP,TR 230 / 34P5 kV COL CHAPADA I T2 PI,PICH1
PICH1-2TR3,VIS,TR 230 / 138 kV COL CHAPADA I X3 PI,PICH1
PICH1-2TR4,VIS,TR 230 / 138 kV COL CHAPADA I X4 PI,PICH1
PICH1-2TRT3,NRX,TR 230 / 138 kV CHAPADA I T3 PI,PICHP1
PICH1-2TRT4,NRX,TR 230 / 138 kV CHAPADA I T4 PI,PICHP1
PICNP-5TR1,NRX,TR 500 / 230 kV CURRAL PIAUI II T1 PI,PICNP
PICNP-5TR2,NRX,TR 500 / 230 kV CURRAL PIAUI II T2 PI,PICNP
PICNP-5TR3,NRX,TR 500 / 230 kV CURRAL PIAUI II T4 PI,PICNP
PICNP-5TRT3,NRX,TR 500 / 230 kV CURRAL PIAUI II T3 PI,PICNP
PICP2-2TRT1,CGB,TR 230 / 34P5 kV COL CHAPADA II T1 PI,PICP2
PICP2-2TRT2,CGB,TR 230 / 34P5 kV COL CHAPADA II T2 PI,PICP2
PICP3-2TR1,CGB,TR 230 / 34P5 kV COL CHAPADA III T1 PI,PICP3
PICP3-2TR2,CGB,TR 230 / 34P5 kV COL CHAPADA III T2 PI,PICP3
PIDIDS5TR1,,TR 500 / 34P5 kV D.INOCENCIO SUL 1 PI,PIDIDS
PIDIDS5TR2,,TR 500 / 34P5 kV D.INOCENCIO SUL 2 PI,PIDIDS
PIELI-2TR1,,TR 230 / 34P5 kV ELISOL 1 PI,PIELI
PIELM-2TR1,CHF,TR 230 / 69 kV ELISEU MARTINS T1 PI,PIELM
PIELM-2TR2,CHF,TR 230 / 69 kV ELISEU MARTINS T2 PI,PIELM
PIELM-2TRT3,TAE,TR 230 / 6P6 kV ELISEU MARTINS T3 PI,PIELM
PIFMRG2TR1,ICS,TR 230 / 34P5 kV COL MARANGATU 1 PI,PIFMRG
PIFMRG2TR2,ICS,TR 230 / 34P5 kV COL MARANGATU 2 PI,PIFMRG
PIGBD-2TR2,TAE,TR 230 / 69 kV GILBUES II T1 PI,PIGBD
PIGBD-2TR3,TAE,TR 230 / 69 kV GILBUES II T2 PI,PIGBD
PIGBD-5TR1,TAE,TR 500 / 230 kV GILBUES II AT701 PI,PIGBD
PIITA-5TR1,,TR 500 / 34P5 kV SOL DE ITAUEIRA 1 PI,PIITA
PIITA-5TR2,,TR 500 / 34P5 kV SOL DE ITAUEIRA 2 PI,PIITA
PIITA-5TR3,,TR 500 / 34P5 kV SOL DE ITAUEIRA 3 PI,PIITA
PIITA-5TR4,,TR 500 / 34P5 kV SOL DE ITAUEIRA 4 PI,PIITA
PIITA-5TR5,,TR 500 / 34P5 kV SOL DE ITAUEIRA 5 PI,PIITA
PILBI-2TRT3,200,TR 230 / 34P5 kV LAGOA BARRO I T3 PI,PILDB
PILDB-2TRT1,200,TR 230 / 34P5 kV LAGOA BARRO I T1 PI,PILDB
PILDB-2TRT2,200,TR 230 / 34P5 kV LAGOA BARRO I T2 PI,PILDB
PILDV-1TRT4,ENL,TR 138 / 34P5 kV LAG. DOS VENTOS T4 PI,PILDV
PILDV-5TRT1,ENL,TR 500 / 34P5 kV LAG. DOS VENTOS T1 PI,PILDV
PILDV-5TRT2,ENL,TR 500 / 34P5 kV LAG. DOS VENTOS T2 PI,PILDV
PILDV-5TRT3,ENL,TR 500 / 138 kV LAG. DOS VENTOS T3 PI,PILDV
PILV3-5TRT1,ENL,TR 500 / 34P5 kV LAGOA VENTOS 3 T1 PI,PILV3
PILV3-5TRT2,ENL,TR 500 / 34P5 kV LAGOA VENTOS 3 T2 PI,PILV3
PILV3-5TRT5,ENL,TR 500 / 34P5 kV LAGOA VENTOS 3 T5 PI,PILV3
PILV3-5TRT6,ENL,TR 500 / 34P5 kV LAGOA VENTOS 3 T6 PI,PILV3
PINVO-5TR1,200,TR 500 / 34P5 kV NOVA OLINDA T1 PI,PINVO
PINVO-5TR2,200,TR 500 / 34P5 kV NOVA OLINDA T2 PI,PINVO
PIOIT-5T1,FEB,TR 500 / 34P5 kV OITIS T1 PI,BAOIT
PIOIT-5TRT2,FEB,TR 500 / 34P5 kV OITIS T2 PI,BAOIT
PIOIT-5TRT3,FEB,TR 500 / 34P5 kV OITIS T3 PI,BAOIT
PIPAN-5TRT1,C65,TR 500 / 34P5 kV PANORAMA T1 PI,PIPNR
PIPBT-2A10A,CRE,TR 230 / 138 kV PARNAIBA III TA10 PI,PIPNB
PIPBT-2B10,CRE,TR 230 / 138 kV PARNAIBA III TB10 PI,PIPNB
PIPBT-5B10,899,TR 500 / 20 kV PARNAIBA III B10 PI,PIPNB
PIPIC-0TRS1,CHF,TR 69 / 69 kV PICOS R1 PI,PIPIC
PIPIC-2T1A,CHF,TR 230 / 69 kV PICOS T1 PI,PIPIC
PIPIC-2T2A,CHF,TR 230 / 69 kV PICOS T2 PI,PIPIC
PIPIC-2TR1,CHF,TR 230 / 69 kV PICOS T1X PI,PIPIC
PIPIC-2TR1B,CHF,TR 230 / 69 kV PICOS T1B PI,PIPIC
PIPIC-2TR2,CHF,TR 230 / 69 kV PICOS T2X PI,PIPIC
PIPIC-2TR2A,CHF,TR 230 / 69 kV PICOS 2A PI,PIPIC
PIPIC-2TR3,CHF,TR 230 / 69 kV PICOS T3 PI,PIPIC
PIPIC-2TR4,CHF,TR 230 / 69 kV PICOS T4 PI,PIPIC
PIPNB-26,CRE,TR 230 / 138 kV PARNAIBA III A10X PI,PIPNB
PIPNB-2TR6,CRE,TR 230 / 138 kV PARNAIBA III B10X PI,PIPNB
PIPNB-5TR1,CRE,TR 500 / 230 kV PARNAIBA III TC20 PI,PIPNB
PIPNB-5TR2,CRE,TR 500 / 230 kV PARNAIBA III TD20 PI,PIPNB
PIPRI-0TR3A,CHF,TR 69 / 13P8 kV PIRIPIRI T6A PI,PIPRI
PIPRI-0TR3B,CHF,TR 69 / 13P8 kV PIRIPIRI T6B PI,PIPRI
PIPRI-0TR3C,CHF,TR 69 / 13P8 kV PIRIPIRI T6C PI,PIPRI
PIPRI-2T2A,CHF,TR 230 / 69 kV PIRIPIRI T2 PI,PIPRI
PIPRI-2TR1,CHF,TR 230 / 69 kV PIRIPIRI T1A PI,PIPRI
PIPRI-2TR1A,CHF,TR 230 / 69 kV PIRIPIRI T1 PI,PIPRI
PIPRI-2TR2,CHF,TR 230 / 69 kV PIRIPIRI T2A PI,PIPRI
PIPRI-2TR2A,CHF,TR 230 / 69 kV PIRIPIRI 2B PI,PIPRI
PIPRI-2TR4,CHF,TR 230 / 138 kV PIRIPIRI T4 PI,PIPRI
PIPRI-2TR5,CHF,TR 230 / 138 kV PIRIPIRI T5 PI,PIPRI
PIPRI-2TR6,CHF,TR 230 / 69 kV PIRIPIRI T3 PI,PIPRI
PIPRI-2TR7,CHF,TR 230 / 138 kV PIRIPIRI T7 PI,PIPRI
PIQMN-5TR1,,TR 500 / 230 kV QUEIMADA NOVA 2 1 PI,PIQMN
PIRG3-2TRT1,EEH,TR 230 / 34P5 kV RIB GONCALVES 3 T1 PI,PIRG3
PIRG3-2TRT2,EEH,TR 230 / 34P5 kV RIB GONCALVES 3 T2 PI,PIRG3
PIRGV-2F602,ENT,TR 230 / 69 kV RIB.GONCALVES TF602 PI,PIRGO
PIRGV-2TR2,ENT,TR 230 / 69 kV RIB.GONCALVES TF601 PI,PIRGO
PIRGV-5TR1,ENT,TR 500 / 230 kV RIB.GONCALVES T1 PI,PIRGO
PIRGV-5TR2,ENT,TR 500 / 230 kV RIB.GONCALVES T2 PI,PIRGO
PISAM-1TR1,SMM,TR 138 / 34P5 kV SANTO AMARO T1 PI,PISAM
PISBA-2TR1,SMM,TR 230 / 138 kV SAO BASILIO T1 PI,PISBA
PISBA-2TR2,SMM,TR 230 / 138 kV SAO BASILIO T2 PI,PISBA
PISEW-1TR1,SMM,TR 138 / 34P5 kV SANTA EDWIGES T1 PI,PISEW
PISGO-5TR1,ENL,TR 500 / 34P5 kV SAO GONCALO T1 PI,PISGO
PISGO-5TR3,ENL,TR 500 / 34P5 kV SAO GONCALO T3 PI,PISGO
PISGO-5TRT2,ENL,TR 500 / 34P5 kV SAO GONCALO T2 PI,PISGO
PISJA-2TR1,,TR 230 / 69 kV SJ ARRAIAL II 1 PI,PISJA
PISJA-2TR2,,TR 230 / 69 kV SJ ARRAIAL II 2 PI,PISJA
PISJI-02TR5,CHF,TR 69 / 13P8 kV S.JOAO PIAUI TX PI,PISJI
PISJI-2TR3,CHF,TR 230 / 69 kV S.JOAO PIAUI T3 PI,PISJI
PISJI-2TR4,CHF,TR 230 / 69 kV S.JOAO PIAUI T4 PI,PISJI
PISJI-2TR6,CHF,TR 230 / 69 kV S.JOAO PIAUI T2 PI,PISJI
PISJI-5TR1,CHF,TR 500 / 230 kV S.JOAO PIAUI T1 PI,PISJI
PISJI-5TR2,,TR 500 / 230 kV S.JOAO PIAUI 2 PI,PISJI
PISJI-5TR3,,TR 500 / 230 kV S.JOAO PIAUI TR3 PI,PISJI
PISJI-5TR5,CHF,TR 500 / 230 kV S.JOAO PIAUI T5 PI,PISJI
PISJI-5TRT2,CHF,TR 500 / 230 kV S.JOAO PIAUI T6 PI,PISJI
PISJP-5TR01,CRE,TR 500 / 34P5 kV UFV SJP 01 PI,PISJP
PISVR-1TR1,SMM,TR 138 / 34P5 kV SANTA VERONICA T1 PI,PISVR
PITSA-0TRR1,CHF,TR 13P8 / 13P8 kV TERESINA R1 PI,PITSA
PITSA-2TR1,CHF,TR 230 / 69 kV TERESINA T1A PI,PITSA
PITSA-2TR1,CHF,TR 230 / 13P8 kV TERESINA T1 PI,PITSA
PITSA-2TR2,CHF,TR 230 / 69 kV TERESINA T2A PI,PITSA
PITSA-2TR2,CHF,TR 230 / 13P8 kV TERESINA T2 PI,PITSA
PITSA-2TR3,CHF,TR 230 / 69 kV TERESINA T3 PI,PITSA
PITSA-2TR4,CHF,TR 230 / 69 kV TERESINA T4 PI,PITSA
PITSA-2TR5,CHF,TR 230 / 69 kV TERESINA T5 PI,PITSA
PITSA-2TR6,CHF,TR 230 / 69 kV TERESINA T6 PI,PITSA
PITSA-2TR7,CHF,TR 230 / 69 kV TERESINA T7 PI,PITSA
PITSD-2T10,NRX,TR 230 / 69 kV TERESINA II T10 PI,PITSD
PITSD-2TR3,CHF,TR 230 / 13P8 kV TERESINA II T3 PI,PITSD
PITSD-2TR5,NRX,TR 230 / 69 kV TERESINA II 5 PI,PITSD
PITSD-2TR6,NRX,TR 230 / 69 kV TERESINA II 6 PI,PITSD
PITSD-2TRT9,NRX,TR 230 / 69 kV TERESINA II T9 PI,PITSD
PITSD-5TR1,CHF,TR 500 / 230 kV TERESINA II T1 PI,PITSD
PITSD-5TR2,CHF,TR 500 / 230 kV TERESINA II T2 PI,PITSD
PITSD-5TR4,CHF,TR 500 / 230 kV TERESINA II T4 PI,PITSD
PITSD-5TR7,,TR 500 / 230 kV TERESINA II 7 PI,PITSD
PITSD-5TRT5,CHF,TR 500 / 230 kV TERESINA II T5 PI,PITSD
PITST-2TR1,CHF,TR 230 / 69 kV TERESINA III T1 PI,PITST
PITST-2TR2,CHF,TR 230 / 69 kV TERESINA III T2 PI,PITST
PITST-2TR3,CHF,TR 230 / 69 kV TERESINA III T3 PI,PITST
PIUBE-0TR7,CHF,TR 69 / 13P8 kV UB.ESPERANCA T7 PI,PIUBE
PIUBE-2T5,CHF,TR 230 / 69 kV UB.ESPERANCA T5 PI,PIUBE
PIUBE-2TR1,CHF,TR 230 / 13P8 kV UB.ESPERANCA T1 PI,PIUBE
PIUBE-2TR2,CHF,TR 230 / 13P8 kV UB.ESPERANCA T2 PI,PIUBE
PIUBE-2TR3,CHF,TR 230 / 13P8 kV UB.ESPERANCA T3 PI,PIUBE
PIUBE-2TR4,CHF,TR 230 / 13P8 kV UB.ESPERANCA T4 PI,PIUBE
PIUBE-2TR5,CHF,TR 230 / 69 kV UB.ESPERANCA T5X PI,PIUBE
PIUBE-2TR6,CHF,TR 230 / 69 kV UB.ESPERANCA T6 PI,PIUBE
PIUBE-2TR7,CHF,TR 230 / 69 kV UB.ESPERANCA T8 PI,PIUBE
PIVDP-2TR1,HX1,TR 230 / 34P5 kV CHAPADINHA I TE1 PI,PIVDP
PIVDP-2TR2,HX1,TR 230 / 34P5 kV CHAPADINHA I TE2 PI,PIVDP
PIVDP22TE1,HX1,TR 230 / 34P5 kV VTS PIAUI II TE1 PI,PIVDP2
PIVDP32TE1,HX1,TR 230 / 34P5 kV VTS PIAUI III TE1 PI,PIVDP3
PIVEA-5TR1,,TR 500 / 34P5 kV VEA II 1 PI,PIVEA
PIVEA-5TR2,,TR 500 / 34P5 kV VEA II 2 PI,PIVEA
PIVEA-5TR3,,TR 500 / 34P5 kV VEA II 3 PI,PIVEA
PIVEA-5TR4,,TR 500 / 34P5 kV VEA II 4 PI,PIVEA
PRADA-0TF3,COG,TR 88 / 13P8 kV ANDIRA TF3 PR,PRADA
PRADA-1TF1,COG,TR 138 / 34P5 kV ANDIRA TF1 PR,PRADA
PRADA-1TFA,COG,TR 138 / 88 kV ANDIRA TFA PR,PRADA
PRADA-1TFB,COG,TR 138 / 88 kV ANDIRA TFB PR,PRADA
PRADA22TR1,COG,TR 230 / 138 kV ANDIRA LESTE A PR,PRADA2
PRADA22TR2,COG,TR 230 / 138 kV ANDIRA LESTE B PR,PRADA2
PRALT-1TR1,COG,TR 138 / 13P8 kV ALTONIA 1 PR,PRALT
PRAND-1TR1,COG,TR 138 / 13P8 kV CHATEAUBRIAND 1 PR,PRAND
PRAND-1TR2,COG,TR 138 / 13P8 kV CHATEAUBRIAND 2 PR,PRAND
PRAPA-1TR3,COG,TR 138 / 34P5 kV APUCARANA 3 PR,PRAPA
PRAPA-1TR5,COG,TR 138 / 34P5 kV APUCARANA 5 PR,PRAPA
PRAPA-2TRA,COG,TR 230 / 138 kV APUCARANA A PR,PRAPA
PRAPA-2TRB,COG,TR 230 / 138 kV APUCARANA B PR,PRAPA
PRAPG-1TR1,COG,TR 138 / 13P8 kV ARAPONGAS 1 PR,PRAPG
PRAPG-1TR2,COG,TR 138 / 13P8 kV ARAPONGAS 2 PR,PRAPG
