eqp_id,age_id_prop,nomelongo,ins_id
MGJAN-5TE1,BRN,TR 500 / 34P5 kV UFV JANAUBA TE1 MG,MGJAN
MGJAN-5TE3,BRN,TR 500 / 34P5 kV UFV JANAUBA TE3 MG,MGJAN
MGJAN-5TE4,BRN,TR 500 / 34P5 kV UFV JANAUBA TE4 MG,MGJAN
MGJAN-5TRE2,BRN,TR 500 / 34P5 kV UFV JANAUBA TE2 MG,MGJAN
MGJATB1TR1,CG1,TR 138 / 13P8 kV BH JATOBA 1 MG,MGJTBA
MGJATB1TR2,CG1,TR 138 / 13P8 kV BH JATOBA 2 MG,MGJTBA
MGJATB1TR3,CG1,TR 138 / 13P8 kV BH JATOBA 3 MG,MGJTBA
MGJBA32TR1,CYM,TR 230 / 138 kV JANAUBA 3 4 MG,MGJBA3
MGJBA35F1,899,TR 500 / 13P8 kV JANAUBA 3 F1 MG,MGJBA3
MGJBA35TR1,VIS,TR 500 / 230 kV JANAUBA 3 1 MG,MGJBA3
MGJBA35TR2,VIS,TR 500 / 230 kV JANAUBA 3 2 MG,MGJBA3
MGJBA35TR2,VIS,TR 500 / 230 kV JANAUBA 3 1X MG,MGJBA3
MGJBA35TR3,VIS,TR 500 / 230 kV JANAUBA 3 5 MG,MGJBA3
MGJBA35TR3,VIS,TR 500 / 230 kV JANAUBA 3 2X MG,MGJBA3
MGJBA35TR5,,TR 500 / 230 kV JANAUBA 3 5X MG,MGJBA3
MGJBA35TR6,,TR 500 / 230 kV JANAUBA 3 6X MG,MGJBA3
MGJBA35TRA4,VIS,TR 500 / 230 kV JANAUBA 3 6 MG,MGJBA3
MGJBA35TRF2,899,TR 500 / 13P8 kV JANAUBA 3 F2 MG,MGJBA3
MGJCAB3TR3,CG1,TR 345 / 33 kV JECEABA 3 MG,MGVSB
MGJFO21TR1,CG1,TR 138 / 23 kV JUIZ DE FORA2 1 MG,MGJFO2
MGJFO21TR2,CG1,TR 138 / 23 kV JUIZ DE FORA2 2 MG,MGJFO2
MGJFO21TR3,CG1,TR 138 / 23 kV JUIZ DE FORA2 3 MG,MGJFO2
MGJFO21TR4,CG1,TR 138 / 23 kV JUIZ DE FORA2 4 MG,MGJFO2
MGJFOR1TR1,CG1,TR 138 / 23 kV JUIZ DE FORA1 1 MG,MGJFOR
MGJFOR1TR2,CG1,TR 138 / 23 kV JUIZ DE FORA1 2 MG,MGJFOR
MGJFOR3TR3,CG1,TR 345 / 138 kV JUIZ DE FORA1 3 MG,MGJFOR
MGJFOR3TR4,CG1,TR 345 / 138 kV JUIZ DE FORA1 4 MG,MGJFOR
MGJFOR3TR5,CG1,TR 345 / 138 kV JUIZ DE FORA1 5 MG,MGJFOR
MGJFOR3TR6,CG1,TR 345 / 138 kV JUIZ DE FORA1 6 MG,MGJFOR
MGJFOR3TR7,CG1,TR 345 / 138 kV JUIZ DE FORA1 7 MG,MGJFOR
MGJGSE5TR11,CG1,TR 500 / 345 kV JAGUARA-SE 11 MG,MGJGS1
MGJGSE5TR12,CG1,TR 500 / 345 kV JAGUARA-SE 12 MG,MGJGS1
MGJGSE5TR13,CG1,TR 500 / 345 kV JAGUARA-SE 13 MG,MGJGS1
MGJGUS3TR1,GSU,TR 345 / 13P8 kV JAGUARA 1 MG,MGJGUS
MGJGUS3TR3,GSU,TR 345 / 13P8 kV JAGUARA 3 MG,MGJGUS
MGJGUS3TR7,CG1,TR 345 / 138 kV JAGUARA-US 7 MG,MGJGSE
MGJGUS3TR8,CG1,TR 345 / 138 kV JAGUARA-US 8 MG,MGJGSE
MGJMO42TR1,CYM,TR 230 / 69 kV J.MONLEVADE 4 1 MG,MGJMO4
MGJMO42TR2,,TR 230 / 69 kV J.MONLEVADE 4 2 MG,MGJMO4
MGJMON2TR1,CSB,TR 230 / 69 kV J.MONLEVADE 2 1 MG,MGJMON
MGJMON2TR2,CSB,TR 230 / 69 kV J.MONLEVADE 2 2 MG,MGJMON
MGJMON2TR3,CSB,TR 230 / 69 kV J.MONLEVADE 2 3 MG,MGJMON
MGJMON2TR4,CSB,TR 230 / 69 kV J.MONLEVADE 2 4 MG,MGJMON
MGJSNU1TR1,CG1,TR 138 / 34P5 kV JUSANTE 1 MG,MGJSNU
MGLAFA1TR1,CG1,TR 138 / 13P8 kV LAFAIETE 1 1 MG,MGLAFA
MGLAFA1TR2,CG1,TR 138 / 69 kV LAFAIETE 1 2 MG,MGLAFA
MGLAFA1TR5,CG1,TR 138 / 13P8 kV LAFAIETE 1 5 MG,MGLAFA
MGLAFA3TR3,CG1,TR 345 / 138 kV LAFAIETE 1 3 MG,MGLAFA
MGLAFA3TR4,CG1,TR 345 / 138 kV LAFAIETE 1 4 MG,MGLAFA
MGLAFA3TR6,CG1,TR 345 / 138 kV LAFAIETE 1 6 MG,MGLAFA
MGLAFA3TR7,,TR 345 / 138 kV LAFAIETE 1 7 MG,MGLAFA
MGLAV21TR1,CG1,TR 138 / 69 kV LAVRAS 2 1 MG,MGLAV2
MGLAV21TR3,CG1,TR 138 / 13P8 kV LAVRAS 2 3 MG,MGLAV2
MGLAV21TR4,CG1,TR 138 / 13P8 kV LAVRAS 2 4 MG,MGLAV2
MGLPD23TR1,ZOP,TR 345 / 138 kV LEOPOLDINA2 1 MG,MGLPD2
MGLPD23TR1,ZOP,TR 345 / 138 kV LEOPOLDINA2 1X MG,MGLPD2
MGLPD23TR2,ZOP,TR 345 / 138 kV LEOPOLDINA2 2 MG,MGLPD2
MGLPD23TR2,ZOP,TR 345 / 138 kV LEOPOLDINA2 2X MG,MGLPD2
MGMAM23TR1,CTP,TR 345 / 138 kV MONTE ALEGRE2 5 MG,MGMAM2
MGMAM23TR2,CTP,TR 345 / 138 kV MONTE ALEGRE2 6 MG,MGMAM2
MGMAM23TR7,,TR 345 / 138 kV MONTE ALEGRE2 7 MG,MGMAM2
MGMAM23TR8,,TR 345 / 138 kV MONTE ALEGRE2 8 MG,MGMAM2
MGMARA1TR1,CG1,TR 138 / 13P8 kV BH MARACANA 1 MG,MGMARA
MGMARA1TR2,CG1,TR 138 / 13P8 kV BH MARACANA 2 MG,MGMARA
MGMARA1TR3,CG1,TR 138 / 13P8 kV BH MARACANA 3 MG,MGMARA
MGMCAR0TR2,CG1,TR 69 / 13P8 kV MONTE CARMELO 2 MG,MGMCAR
MGMCL21TR1,CG1,TR 138 / 13P8 kV MONTESCLAROS2 1 MG,MGMCL2
MGMCL21TR2,CG1,TR 138 / 13P8 kV MONTESCLAROS2 2 MG,MGMCL2
MGMCL23TR3,CG1,TR 345 / 138 kV MONTESCLAROS2 3 MG,MGMCL2
MGMCL23TR4,CG1,TR 345 / 138 kV MONTESCLAROS2 4 MG,MGMCL2
MGMCL23TR5,CG1,TR 345 / 138 kV MONTESCLAROS2 5 MG,MGMCL2
MGMCUI2TR1,,TR 230 / 13P8 kV MINA CUIABA 1 MG,MGMCUI
MGMCUI2TR2,,TR 230 / 13P8 kV MINA CUIABA 2 MG,MGMCUI
MGMESQ5TR1,CG1,TR 500 / 230 kV MESQUITA 1 MG,MGMESQ
MGMESQ5TR2,CG1,TR 500 / 230 kV MESQUITA 2 MG,MGMESQ
MGMESQ5TR3,CG1,TR 500 / 230 kV MESQUITA 3 MG,MGMESQ
MGMESQ5TR4,CG1,TR 500 / 230 kV MESQUITA 4 MG,MGMESQ
MGMIND1TR1,CG1,TR 138 / 13P8 kV MINDURI 1 1 MG,MGMIND
MGMIRA1TR1,GSU,TR 138 / 16P5 kV MIRANDA 1 MG,MGMIRA
MGMIRA1TR2,GSU,TR 138 / 16P5 kV MIRANDA 2 MG,MGMIRA
MGMIRA1TR3,GSU,TR 138 / 16P5 kV MIRANDA 3 MG,MGMIRA
MGNANU1TR1,CG1,TR 138 / 13P8 kV NANUQUE 1 MG,MGNANU
MGNANU1TR2,CG1,TR 138 / 13P8 kV NANUQUE 2 MG,MGNANU
MGNEV21TR2,CG1,TR 138 / 13P8 kV NEVES 2 2 MG,MGNEV2
MGNEV21TR3,CG1,TR 138 / 13P8 kV NEVES 2 3 MG,MGNEV2
MGNEV21TR4,CG1,TR 138 / 13P8 kV NEVES 2 4 MG,MGNEV2
MGNEVE1T8,CG1,TR 138 / 13P8 kV NEVES 1 8 MG,MGNEVE
MGNEVE1TR6,CG1,TR 138 / 13P8 kV NEVES 1 6 MG,MGNEVE
MGNEVE1TR7,CG1,TR 138 / 13P8 kV NEVES 1 7 MG,MGNEVE
MGNEVE1TRT9,CG1,TR 138 / 13P8 kV NEVES 1 9 MG,MGNEVE
MGNEVE5TR1,CG1,TR 500 / 345 kV NEVES 1 1 MG,MGNEVE
MGNEVE5TR2,CG1,TR 500 / 345 kV NEVES 1 2 MG,MGNEVE
MGNEVE5TR3,CG1,TR 500 / 138 kV NEVES 1 3 MG,MGNEVE
MGNEVE5TR4,CG1,TR 500 / 138 kV NEVES 1 4 MG,MGNEVE
MGNEVE5TR4A,,TR 500 / 138 kV NEVES 1 4A MG,MGNEVE
MGNEVE5TR5,CG1,TR 500 / 138 kV NEVES 1 5 MG,MGNEVE
MGNEVE5TR5A,CG1,TR 500 / 138 kV NEVES 1 5A MG,MGNEVE
MGNGRA1TR1,CG1,TR 138 / 13P8 kV NOVA GRANJA 1 MG,MGNGRA
MGNGRA1TR2,CG1,TR 138 / 13P8 kV NOVA GRANJA 2 MG,MGNGRA
MGNPON1TR1,CMG,TR 138 / 13P8 kV NOVA PONTE 01 MG,MGNPON
MGNPON5TR1,CG1,TR 500 / 13P8 kV NOVA PONTE T1 MG,MGNPON
MGNPON5TR2,CG1,TR 500 / 13P8 kV NOVA PONTE T2 MG,MGNPON
MGNPON5TR2,CTP,TR 500 / 345 kV NOVA PONTE 2 MG,MGNPON
MGNPON5TR3,CG1,TR 500 / 13P8 kV NOVA PONTE T3 MG,MGNPON
MGNPON5TR4,CTP,TR 500 / 345 kV NOVA PONTE 1 MG,MGNPON
MGOPR11TR1,CG1,TR 138 / 13P8 kV OURO PRETO 1 1 MG,MGOPR1
MGOPR11TR2,CG1,TR 138 / 13P8 kV OURO PRETO 1 2 MG,MGOPR1
MGOPR25TR1,CG1,TR 500 / 345 kV OURO PRETO 2 1 MG,MGOPR2
MGOPR25TR2,CG1,TR 500 / 345 kV OURO PRETO 2 2 MG,MGOPR2
MGOPR25TR3,CG1,TR 500 / 138 kV OURO PRETO 2 3 MG,MGOPR2
MGOPR25TR4,CG1,TR 500 / 138 kV OURO PRETO 2 4 MG,MGOPR2
MGOPR25TR5,EBR,TR 500 / 345 kV OURO PRETO 2 5 MG,MGOPR2
MGOPR25TR6,,TR 500 / 138 kV OURO PRETO 2 6 MG,MGOPR2
MGPASS1TR1,CG1,TR 138 / 69 kV PASSOS 1 MG,MGPASS
MGPASS1TR3,CG1,TR 138 / 69 kV PASSOS 3 MG,MGPASS
MGPASS1TR5,CG1,TR 138 / 13P8 kV PASSOS 5 MG,MGPASS
MGPASS1TR6,CG1,TR 138 / 13P8 kV PASSOS 6 MG,MGPASS
MGPASS1TR7,CG1,TR 138 / 69 kV PASSOS 7 MG,MGPASS
MGPAT45TR1,963,TR 500 / 138 kV PARACATU 4 1 MG,MGPAT4
MGPAT45TR2,963,TR 500 / 138 kV PARACATU 4 2 MG,MGPAT4
MGPCAL1TR1,CG1,TR 138 / 13P8 kV POCOS CALDAS1 1 MG,MGPCAL
MGPCAL1TR2,CG1,TR 138 / 13P8 kV POCOS CALDAS1 2 MG,MGPCAL
MGPCDA1TR1,AMN,TR 138 / 13P8 kV PICADA 1 MG,MGPCDA
MGPCDA1TR2,AMN,TR 138 / 13P8 kV PICADA 2 MG,MGPCDA
MGPDF-1TR2,963,TR 138 / 138 kV PADRE FIALHO D3 MG,MGPDF
MGPDF-3T2,963,TR 345 / 138 kV PADRE FIALHO 2 MG,MGPDF
MGPDF-3TCE1,963,TR 345 / 20 kV PADRE FIALHO CE1 MG,MGPDF
MGPDF-3TR1,963,TR 345 / 138 kV PADRE FIALHO 3 MG,MGPDF
MGPDF-3TR5,,TR 345 / 138 kV PADRE FIALHO 5 MG,MGPDF
MGPI2-5ATR2,963,TR 500 / 345 kV PIRAPORA 2 9AT02 MG,MGPIRD
MGPIAU0TR1,CG1,TR 25 / 6P0 kV PIAU 1 MG,MGPIAU
MGPIAU0TR2,CG1,TR 25 / 6P0 kV PIAU 2 MG,MGPIAU
MGPIAU1TR7,CG1,TR 138 / 25 kV PIAU 7 MG,MGPIAU
MGPIME3TR1,CG1,TR 345 / 138 kV PIMENTA 1 MG,MGPIME
MGPIME3TR1A,CG1,TR 345 / 138 kV PIMENTA 3 MG,MGPIME
MGPIME3TR2,CG1,TR 345 / 138 kV PIMENTA 2 MG,MGPIME
MGPIME3TR2A,CG1,TR 345 / 138 kV PIMENTA 5 MG,MGPIME
MGPIME3TR3,CG1,TR 345 / 138 kV PIMENTA 3X MG,MGPIME
MGPIRA1TR1,CG1,TR 138 / 13P8 kV PIRAPORA 1 1 MG,MGPIRA
MGPIRA1TR2,CG1,TR 138 / 13P8 kV PIRAPORA 1 2 MG,MGPIRA
MGPIRD3TR2,963,TR 345 / 138 kV PIRAPORA 2 8AT02 MG,MGPIRD
MGPIRD3TR3,963,TR 345 / 138 kV PIRAPORA 2 8AT01 MG,MGPIRD
MGPIRD5TR1,963,TR 500 / 345 kV PIRAPORA 2 9AT01 MG,MGPIRD
MGPJU-5TR1,CYM,TR 500 / 345 kV P. JUSCELINO 1 MG,MGPJU
MGPORT2TR1,CG1,TR 230 / 13P8 kV PORTO ESTRELA 1 MG,MGPORT
MGPORT2TR2,CG1,TR 230 / 13P8 kV PORTO ESTRELA 2 MG,MGPORT
MGPPA25TR1,CYM,TR 500 / 23 kV PE. PARAISO 2 1 MG,MGPPA2
MGPPUL1TR3,CG1,TR 138 / 13P8 kV PAMPULHA 3 MG,MGPPUL
MGPR4-5TR3,963,TR 500 / 138 kV PARACATU 4 3 MG,MGPAT4
MGPRRU13,,TR 138 / 34P5 kV PIRAPORA 1 3 MG,MGPIRA
MGQMDO1TR1,CG1,TR 138 / 13P8 kV QUEIMADO 1 MG,MGQMDO
MGQMDO1TR2,CG1,TR 138 / 13P8 kV QUEIMADO 2 MG,MGQMDO
MGQMDO1TR3,CG1,TR 138 / 13P8 kV QUEIMADO 3 MG,MGQMDO
MGRIA-1TR1,L95,TR 138 / 34P5 kV COLETORA RIACHO 1 MG,MGRIA
MGRIA-1TR2,L95,TR 138 / 34P5 kV COLETORA RIACHO 2 MG,MGRIA
MGSAB32TR1,CG1,TR 230 / 13P8 kV SABARA 3 1 MG,MGSAB3
MGSAB32TR2,CG1,TR 230 / 13P8 kV SABARA 3 2 MG,MGSAB3
MGSCAR0TR1,CG1,TR 69 / 13P8 kV SA CARVALHO 1 MG,MGSCAR
MGSCAR0TR2,CG1,TR 69 / 13P8 kV SA CARVALHO 2 MG,MGSCAR
MGSCAR0TR3,CG1,TR 69 / 13P8 kV SA CARVALHO 3 MG,MGSCAR
MGSCAR0TR4,CG1,TR 69 / 13P8 kV SA CARVALHO 4 MG,MGSCAR
MGSCLA1TR1,BEI,TR 138 / 13P8 kV STA.CLARA-MG 1 MG,MGSCLA
MGSCLA1TR2,BEI,TR 138 / 13P8 kV STA.CLARA-MG 2 MG,MGSCLA
MGSCLA1TR3,BEI,TR 138 / 13P8 kV STA.CLARA-MG 3 MG,MGSCLA
MGSDC-2TRT2,SAG,TR 230 / 34P5 kV SOL DO CERRADO T2 MG,MGSOC
MGSDJ-2TRE1,HX1,TR 230 / 34P5 kV JAIBA V E1 MG,MGSDJ
MGSDJ-2TRE2,HX1,TR 230 / 34P5 kV JAIBA V E2 MG,MGSDJ
MGSDU-3TR1,ESD,TR 345 / 138 kV SANT.DUMONT 2 1 MG,MGSDU
MGSDU23TR4,ESD,TR 345 / 10P5 kV SANT.DUMONT 2 4 MG,MGSDU
MGSDU25TR5,CYM,TR 500 / 345 kV SANT.DUMONT 2 5 MG,MGSDU
MGSDUM1TR1,CG1,TR 138 / 25 kV SANTOS DUMONT 1 MG,MGSDUM
MGSDUM1TR2,CG1,TR 138 / 13P8 kV SANTOS DUMONT 2 MG,MGSDUM
MGSGOT1TR6,CG1,TR 138 / 138 kV SAO GOTARDO 2 7 MG,MGSGOT
MGSGOT3TR5,CG1,TR 345 / 138 kV SAO GOTARDO 2 6 MG,MGSGOT
MGSGOT5TR3,CG1,TR 500 / 345 kV SAO GOTARDO 2 3 MG,MGSGOT
MGSGOT5TR4,CG1,TR 500 / 345 kV SAO GOTARDO 2 4 MG,MGSGOT
MGSGPA5TR1,CG1,TR 500 / 138 kV S. G. DO PARA 1 MG,MGSGPA
MGSGPA5TR2,CG1,TR 500 / 138 kV S. G. DO PARA 2 MG,MGSGPA
MGSGPA5TR3,CG1,TR 500 / 138 kV S. G. DO PARA 3 MG,MGSGPA
MGSGRA1TR1,CG1,TR 161 / 13P8 kV SALTO GRANDE MG 1 MG,MGSGRA
MGSGRA1TR2,CG1,TR 161 / 13P8 kV SALTO GRANDE MG 2 MG,MGSGRA
MGSGRA1TR3,CG1,TR 161 / 13P8 kV SALTO GRANDE MG 3 MG,MGSGRA
MGSGRA1TR4,CG1,TR 161 / 13P8 kV SALTO GRANDE MG 4 MG,MGSGRA
MGSJP-1T1,GSU,TR 138 / 34P5 kV S JOAO PARACATU T1 MG,MGSJP
MGSJP-1TRT1,GSU,TR 138 / 34P5 kV S JOAO PARACATU T1X MG,MGSJP
MGSJP-1TRT2,GSU,TR 138 / 34P5 kV S JOAO PARACATU T2 MG,MGSJP
MGSJP-1TRT2,GSU,TR 138 / 34P5 kV S JOAO PARACATU T2X MG,MGSJP
MGSLA43TR1,CG1,TR 345 / 138 kV SETE LAGOAS 4 1 MG,MGSLA4
MGSOBR1TR1,CBR,TR 138 / 13P8 kV SOBRAGI 1 MG,MGSOBR
MGSOBR1TR2,CBR,TR 138 / 13P8 kV SOBRAGI 2 MG,MGSOBR
MGSOBR1TR3,CBR,TR 138 / 13P8 kV SOBRAGI 3 MG,MGSOBR
MGSOC-2T1,SAG,TR 230 / 34P5 kV SOL DO CERRADO T1 MG,MGSOC
MGSSUS5TR1,ICS,TR 500 / 16P5 kV SAO SIMAO-US 1 MG,MGSSUS
MGSSUS5TR2,ICS,TR 500 / 16P5 kV SAO SIMAO-US 2 MG,MGSSUS
MGSSUS5TR3,ICS,TR 500 / 16P5 kV SAO SIMAO-US 3 MG,MGSSUS
MGSSUS5TR4,ICS,TR 500 / 16P5 kV SAO SIMAO-US 4 MG,MGSSUS
MGSSUS5TR5,ICS,TR 500 / 16P5 kV SAO SIMAO-US 5 MG,MGSSUS
MGSSUS5TR6,ICS,TR 500 / 16P5 kV SAO SIMAO-US 6 MG,MGSSUS
MGSTES5TR1,CRE,TR 500 / 345 kV ESTREITO 1 MG,MGSTES
MGSTES5TR2,CRE,TR 500 / 345 kV ESTREITO 2 MG,MGSTES
MGSTPC3TR1,EBR,TR 345 / 138 kV POCOS CALDAS 1 MG,MGSTPC
MGSTPC3TR2,EBR,TR 345 / 138 kV POCOS CALDAS 2 MG,MGSTPC
MGSTPC3TR3,EBR,TR 345 / 138 kV POCOS CALDAS 3 MG,MGSTPC
MGSTPC3TR4,EBR,TR 345 / 138 kV POCOS CALDAS 4 MG,MGSTPC
MGSTPC3TR5,EBR,TR 345 / 138 kV POCOS CALDAS 5 MG,MGSTPC
MGSTPC3TR6,EBR,TR 345 / 138 kV POCOS CALDAS 6 MG,MGSTPC
MGSTPC5TR2,,TR 500 / 345 kV POCOS CALDAS 8 MG,MGSTPC
MGSTPC5TR51,EBR,TR 500 / 345 kV POCOS CALDAS 51 MG,MGSTPC
MGTAQU3TR1,CG1,TR 345 / 230 kV TAQUARIL 1 MG,MGTAQU
MGTAQU3TR2,CG1,TR 345 / 230 kV TAQUARIL 2 MG,MGTAQU
MGTAQU3TR3,CG1,TR 345 / 138 kV TAQUARIL 3 MG,MGTAQU
MGTAQU3TR4,CG1,TR 345 / 138 kV TAQUARIL 4 MG,MGTAQU
MGTAQU3TR5,CG1,TR 345 / 230 kV TAQUARIL 5 MG,MGTAQU
MGTAQU3TR6,CG1,TR 345 / 230 kV TAQUARIL 6 MG,MGTAQU
MGTEOT1TR1,CG1,TR 138 / 69 kV TEOF.OTONI 1 1 MG,MGTEOT
MGTEOT1TR3,CG1,TR 138 / 13P8 kV TEOF.OTONI 1 3 MG,MGTEOT
MGTEOT1TR4,CG1,TR 138 / 13P8 kV TEOF.OTONI 1 4 MG,MGTEOT
MGTIM22TR1,CYM,TR 230 / 69 kV TIMOTEO 2 1 MG,MGTIM2
MGTIMO0TR1,CG1,TR 230 / 13P8 kV TIMOTEO 1 1A MG,MGTIMO
MGTIMO0TR2,CG1,TR 230 / 13P8 kV TIMOTEO 1 2A MG,MGTIMO
MGTIMO2TR1,CG1,TR 230 / 13P8 kV TIMOTEO 1 1 MG,MGTIMO
MGTIMO2TR1,CG1,TR 230 / 13P8 kV TIMOTEO 1 1X MG,MGTIMO
MGTIMO2TR2,CG1,TR 230 / 13P8 kV TIMOTEO 1 2 MG,MGTIMO
MGTIMO2TR2,CG1,TR 230 / 13P8 kV TIMOTEO 1 2X MG,MGTIMO
MGTMAR1TR14,CG1,TR 138 / 13P8 kV TRES MARIAS-SE 14 MG,MGTMSE
MGTMAR2TR1,CG1,TR 289 / 13P8 kV TRES MARIAS 1 MG,MGTMAR
MGTMAR2TR11,CG1,TR 289 / 138 kV TRES MARIAS-SE 11 MG,MGTMSE
MGTMAR2TR12,CG1,TR 289 / 138 kV TRES MARIAS-SE 12X MG,MGTMSE
MGTMAR2TR13,CG1,TR 289 / 138 kV TRES MARIAS-SE 13X MG,MGTMSE
MGTMAR2TR2,CG1,TR 289 / 13P8 kV TRES MARIAS 2 MG,MGTMAR
MGTMAR2TR3,CG1,TR 289 / 13P8 kV TRES MARIAS 3 MG,MGTMAR
MGTMAR2TR5,CG1,TR 289 / 13P8 kV TRES MARIAS 5 MG,MGTMAR
MGTMAR3TR10,CG1,TR 345 / 289 kV TRES MARIAS-SE 10 MG,MGTMSE
MGTMAR3TR15,CG1,TR 345 / 289 kV TRES MARIAS-SE 15 MG,MGTMSE
MGTMSE2TR12,CG1,TR 289 / 138 kV TRES MARIAS-SE 12 MG,MGTMSE
MGTMSE2TR13,CG1,TR 289 / 138 kV TRES MARIAS-SE 13 MG,MGTMSE
MGUB103TR1,CTP,TR 345 / 138 kV UBERLANDIA 10 6 MG,MGUB10
MGUB103TR7,,TR 345 / 138 kV UBERLANDIA 10 7 MG,MGUB10
MGUBAG2TR1,EBR,TR 230 / 10P5 kV BAGUARI 1 MG,MGUBAG
MGUBAG2TR2,EBR,TR 230 / 10P5 kV BAGUARI 2 MG,MGUBAG
MGUBAG2TR3,EBR,TR 230 / 10P5 kV BAGUARI 3 MG,MGUBAG
MGUBAG2TR4,EBR,TR 230 / 10P5 kV BAGUARI 4 MG,MGUBAG
MGUBL11TR1,CG1,TR 138 / 13P8 kV UBERLANDIA 1 1 MG,MGUBL1
MGUBL11TR2,CG1,TR 138 / 13P8 kV UBERLANDIA 1 2 MG,MGUBL1
MGUBL11TR3,CG1,TR 138 / 13P8 kV UBERLANDIA 1 3 MG,MGUBL1
MGUBL61TR1,CG1,TR 138 / 13P8 kV UBERLANDIA 6 1 MG,MGUBL6
MGUBL61TR2,CG1,TR 138 / 13P8 kV UBERLANDIA 6 2 MG,MGUBL6
MGUBL61TR4,CG1,TR 138 / 13P8 kV UBERLANDIA 6 4 MG,MGUBL6
MGUBL71TR1,CG1,TR 138 / 13P8 kV UBERLANDIA 7 1 MG,MGUBL7
MGUBR51TR1,CG1,TR 138 / 13P8 kV UBERABA 5 1 MG,MGUBR5
MGUBRB1TR1,CG1,TR 138 / 69 kV UBERABA 1 1 MG,MGUBRB
MGUBRB1TR4,CG1,TR 138 / 13P8 kV UBERABA 1 4 MG,MGUBRB
MGUFLS3TE1,SAG,TR 345 / 34P5 kV COL LAR DO SOL 1 MG,MGUFLS
MGUFLS3TR2,SAG,TR 345 / 34P5 kV COL LAR DO SOL 2 MG,MGUFLS
MGUFPI1TR1,GEN,TR 138 / 34P5 kV COL PIRAPORA 1 1 MG,MGUFPI
MGUFPI1TR2,GEN,TR 138 / 34P5 kV COL PIRAPORA 1 2 MG,MGUFPI
MGUFPI1TR3,GEN,TR 138 / 34P5 kV COL PIRAPORA 1 3 MG,MGUFPI
MGUFPU1TR1,GSU,TR 138 / 34P5 kV COL PARACATU 1 MG,MGUFPU
MGUFUR1T1,STC,TR 138 / 34P5 kV CJU URUCUIA T1 MG,MGUFUR
MGUFVP3TR1,,TR 345 / 34P5 kV C. VARZEA PALMA 1 MG,MGUFVP
MGUFVP3TR2,,TR 345 / 34P5 kV C. VARZEA PALMA 2 MG,MGUFVP
MGUHEC1TR1,CCA,TR 138 / 13P8 kV RISOLETANEVES 1 MG,MGUHEC
MGUHEC1TR2,CCA,TR 138 / 13P8 kV RISOLETANEVES 2 MG,MGUHEC
MGUHEC1TR3,CCA,TR 138 / 13P8 kV RISOLETANEVES 3 MG,MGUHEC
MGUHRB1TR1,EBR,TR 138 / 13P8 kV RETIRO BAIXO 1 MG,MGUHRB
MGUHRB1TR2,EBR,TR 138 / 13P8 kV RETIRO BAIXO 2 MG,MGUHRB
MGUIB31TR1,CFL,TR 138 / 6P9 kV BOTELHO III 1 MG,MGUIBT
MGUIR12TR1,,TR 230 / 13P8 kV PROSPERIDAD 3 1 MG,MGUIR1
MGUJAI11,BEI,TR 138 / 34P5 kV COL UFV JAIBA 1 MG,MGUJAI
MGUSCL1TR5,EBR,TR 138 / 13P8 kV P. COLOMBIA 5 MG,MGUSCL
MGUSCL1TRD6,EBR,TR 138 / 138 kV P. COLOMBIA D01 MG,MGUSCL
MGUSCL1TRG1,EBR,TR 138 / 13P8 kV P. COLOMBIA G1 MG,MGUSCL
MGUSCL1TRG2,EBR,TR 138 / 13P8 kV P. COLOMBIA G2 MG,MGUSCL
MGUSCL1TRG3,EBR,TR 138 / 13P8 kV P. COLOMBIA G3 MG,MGUSCL
MGUSCL1TRG4,EBR,TR 138 / 13P8 kV P. COLOMBIA G4 MG,MGUSCL
MGUSCL1TRSA,EBR,TR 138 / 13P8 kV P. COLOMBIA SA MG,MGUSCL
MGUSCL3TR2,EBR,TR 345 / 138 kV P. COLOMBIA 2 MG,MGUSCL
MGUSCL3TR6,,TR 345 / 138 kV P. COLOMBIA X MG,MGUSCL
MGUSCL3TR6,EBR,TR 345 / 138 kV P. COLOMBIA 01 MG,MGUSCL
MGUSFU1TR1,EBR,TR 138 / 13P8 kV FURNAS 1 MG,MGUSFU
MGUSFU1TR2,EBR,TR 138 / 13P8 kV FURNAS 2 MG,MGUSFU
MGUSFU3TRG1,EBR,TR 345 / 15 kV FURNAS G1 MG,MGUSFU
MGUSFU3TRG2,EBR,TR 345 / 15 kV FURNAS G2 MG,MGUSFU
MGUSFU3TRG3,EBR,TR 345 / 15 kV FURNAS G3 MG,MGUSFU
MGUSFU3TRG4,EBR,TR 345 / 15 kV FURNAS G4 MG,MGUSFU
MGUSFU3TRG5,EBR,TR 345 / 15 kV FURNAS G5 MG,MGUSFU
MGUSFU3TRG6,EBR,TR 345 / 15 kV FURNAS G6 MG,MGUSFU
MGUSFU3TRG7,EBR,TR 345 / 15 kV FURNAS G7 MG,MGUSFU
MGUSFU3TRG8,EBR,TR 345 / 15 kV FURNAS G8 MG,MGUSFU
MGUSIM3TR1,EBR,TR 345 / 230 kV ITUMBIARA 1 MG,MGUSIM
MGUSIM3TR2,EBR,TR 345 / 230 kV ITUMBIARA 2 MG,MGUSIM
MGUSIM3TR3,EBR,TR 345 / 230 kV ITUMBIARA 3 MG,MGUSIM
